"","x","y","Features"
"1",0,0,"1"
"2",0.237593984962406,0.698616600790514,"1"
"3",0.245614035087719,0.705533596837945,"1"
"4",0.246115288220551,0.706521739130435,"1"
"5",0.246616541353383,0.707509881422925,"1"
"6",0.24812030075188,0.707509881422925,"1"
"7",0.257142857142857,0.718379446640316,"1"
"8",0.257644110275689,0.722332015810277,"1"
"9",0.264160401002506,0.731225296442688,"1"
"10",0.26516290726817,0.734189723320158,"1"
"11",0.270175438596491,0.741106719367589,"1"
"12",0.270676691729323,0.743083003952569,"1"
"13",0.273182957393484,0.745059288537549,"1"
"14",0.273684210526316,0.74604743083004,"1"
"15",0.279699248120301,0.75296442687747,"1"
"16",0.286215538847118,0.756916996047431,"1"
"17",0.287218045112782,0.758893280632411,"1"
"18",0.287218045112782,0.759881422924901,"1"
"19",0.288220551378446,0.761857707509881,"1"
"20",0.288721804511278,0.761857707509881,"1"
"21",0.28922305764411,0.761857707509881,"1"
"22",0.28922305764411,0.762845849802372,"1"
"23",0.290726817042607,0.762845849802372,"1"
"24",0.291228070175439,0.762845849802372,"1"
"25",0.293233082706767,0.762845849802372,"1"
"26",0.294736842105263,0.762845849802372,"1"
"27",0.294736842105263,0.763833992094862,"1"
"28",0.296240601503759,0.764822134387352,"1"
"29",0.299749373433584,0.771739130434783,"1"
"30",0.302255639097744,0.772727272727273,"1"
"31",0.302756892230576,0.772727272727273,"1"
"32",0.303258145363409,0.775691699604743,"1"
"33",0.304761904761905,0.776679841897233,"1"
"34",0.306265664160401,0.778656126482213,"1"
"35",0.307268170426065,0.778656126482213,"1"
"36",0.308771929824561,0.783596837944664,"1"
"37",0.310275689223058,0.784584980237154,"1"
"38",0.315789473684211,0.793478260869565,"1"
"39",0.317293233082707,0.794466403162055,"1"
"40",0.318796992481203,0.795454545454545,"1"
"41",0.320300751879699,0.795454545454545,"1"
"42",0.320300751879699,0.796442687747036,"1"
"43",0.323308270676692,0.797430830039526,"1"
"44",0.323809523809524,0.797430830039526,"1"
"45",0.324812030075188,0.797430830039526,"1"
"46",0.326315789473684,0.797430830039526,"1"
"47",0.327318295739348,0.800395256916996,"1"
"48",0.32781954887218,0.800395256916996,"1"
"49",0.329323308270677,0.803359683794466,"1"
"50",0.329824561403509,0.803359683794466,"1"
"51",0.330827067669173,0.805335968379447,"1"
"52",0.331829573934837,0.806324110671937,"1"
"53",0.332330827067669,0.806324110671937,"1"
"54",0.333333333333333,0.808300395256917,"1"
"55",0.33483709273183,0.809288537549407,"1"
"56",0.335839598997494,0.809288537549407,"1"
"57",0.335839598997494,0.810276679841897,"1"
"58",0.335839598997494,0.811264822134387,"1"
"59",0.336842105263158,0.811264822134387,"1"
"60",0.33734335839599,0.811264822134387,"1"
"61",0.33734335839599,0.812252964426877,"1"
"62",0.337844611528822,0.812252964426877,"1"
"63",0.338847117794486,0.812252964426877,"1"
"64",0.339348370927318,0.812252964426877,"1"
"65",0.339348370927318,0.813241106719368,"1"
"66",0.340350877192982,0.813241106719368,"1"
"67",0.340852130325815,0.813241106719368,"1"
"68",0.341353383458647,0.815217391304348,"1"
"69",0.342857142857143,0.816205533596838,"1"
"70",0.343358395989975,0.816205533596838,"1"
"71",0.343358395989975,0.817193675889328,"1"
"72",0.343859649122807,0.817193675889328,"1"
"73",0.344862155388471,0.817193675889328,"1"
"74",0.349874686716792,0.817193675889328,"1"
"75",0.350877192982456,0.818181818181818,"1"
"76",0.351378446115288,0.818181818181818,"1"
"77",0.352882205513784,0.820158102766798,"1"
"78",0.353383458646617,0.820158102766798,"1"
"79",0.353884711779449,0.820158102766798,"1"
"80",0.354385964912281,0.820158102766798,"1"
"81",0.355388471177945,0.820158102766798,"1"
"82",0.356390977443609,0.820158102766798,"1"
"83",0.356892230576441,0.820158102766798,"1"
"84",0.358897243107769,0.820158102766798,"1"
"85",0.359398496240601,0.820158102766798,"1"
"86",0.359899749373434,0.820158102766798,"1"
"87",0.360902255639098,0.820158102766798,"1"
"88",0.362406015037594,0.821146245059289,"1"
"89",0.362907268170426,0.821146245059289,"1"
"90",0.363408521303258,0.821146245059289,"1"
"91",0.363408521303258,0.822134387351779,"1"
"92",0.36390977443609,0.822134387351779,"1"
"93",0.366917293233083,0.822134387351779,"1"
"94",0.370927318295739,0.822134387351779,"1"
"95",0.374937343358396,0.824110671936759,"1"
"96",0.376441102756892,0.825098814229249,"1"
"97",0.382957393483709,0.825098814229249,"1"
"98",0.394987468671679,0.83300395256917,"1"
"99",0.410526315789474,0.839920948616601,"1"
"100",1,1,"1"
"101",0,0,"2"
"102",0.0556390977443609,0.411067193675889,"2"
"103",0.0681704260651629,0.456521739130435,"2"
"104",0.0711779448621554,0.473320158102767,"2"
"105",0.0731829573934837,0.49802371541502,"2"
"106",0.0761904761904762,0.50395256916996,"2"
"107",0.0776942355889724,0.511857707509881,"2"
"108",0.0822055137844612,0.526679841897233,"2"
"109",0.0827067669172932,0.530632411067194,"2"
"110",0.0837092731829574,0.534584980237154,"2"
"111",0.0857142857142857,0.552371541501976,"2"
"112",0.0862155388471178,0.555335968379447,"2"
"113",0.0862155388471178,0.560276679841897,"2"
"114",0.0887218045112782,0.569169960474308,"2"
"115",0.0892230576441103,0.579051383399209,"2"
"116",0.0907268170426065,0.596837944664032,"2"
"117",0.0912280701754386,0.599802371541502,"2"
"118",0.0932330827067669,0.604743083003953,"2"
"119",0.0947368421052632,0.605731225296443,"2"
