"","DISTRICT","UPAZILLA","UNION","MOUZA","RL","LATITUDE","LONGITUDE","GWL04","GWL05","GWL06","GWL07","GWL08","GWL09","GWL10","GWL11","GWL12","GWL13","GWL14","GWL15","GWL16","GWL17","GWL18","Type","Median","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","lithology","Plan_curvature","Profile_curvature","Slope","SPI","STI","TWI","TRI","SoilSy","FID"
"3153","Pabna","Ishwardi","Laxmikunda",NA,NA,24.083,89.042,NA,7.62,NA,NA,8.2296,8.2296,9.144,8.5344,8.8392,8.8392,9.144,NA,NA,9.7536,NA,"DPHE",8.8392,108.435,-0.324473,0.0780852,20,1770,4,-0.216315,0.108158,0.744795,5.91778349383704,6.53202622778607,10.3032605581078,17.7482,0.0295122,3372
"3154","Habiganj","Madhabpur","Dharmagar",NA,NA,24.083,91.3,NA,NA,8.5344,NA,9.144,9.144,NA,8.8392,9.144,NA,7.3152,NA,NA,7.9248,4.8768,"DPHE",8.6868,239.036,-0.540788,0.0563602,8,2280.79,16,-0.237947,0.302841,1.37315,5.78084848447394,8.87835484783553,9.05404912764981,12.6886,0.0450041,3373
"3155","Sirajganj","Shahjadpur","Habibulla Nagar",NA,NA,24.083,89.724,NA,7.0104,NA,NA,7.9248,7.62,7.62,7.62,8.001,8.2296,8.001,NA,NA,8.2296,NA,"DPHE",7.9248,26.5651,-0.540788,0.202639,7,1842.01,6,-0.199675,0.341112,3.15688,7.74267783551849,50.1490303030761,9.4282875712005,13.2665,0.092405,3374
"3156","B Baria","Sarail","Noagaon","Akhitara",6.8,24.08378,91.14663,7.01,NA,NA,NA,NA,NA,2.66,5.13,5.14,4.09,NA,NA,NA,3.0184,NA,"BADC",4.61,135,0.108158,0.0921953,13,2857.73,6,0,-0.108158,0.666172,2.48787881486252,0.779119646652767,7.06874335469094,12.6886,0.0460033,3375
"3157","Tangail","Delduar","Lauhati","Tatasree",10.204,24.08445,89.94075,4.77,NA,NA,NA,NA,NA,4.77,6.35,6.78,7,NA,NA,NA,6.41243,NA,"BADC",6.381215,225,0.108158,0.0526783,12,240,6,0.216315,0.108158,0.666172,2.48787881486252,0.779119646652767,7.06874335469094,8.66025,0.106313,3376
"3158","Tangail","Mirzapur","Bhatgram",NA,NA,24.085,90.165,NA,NA,NA,NA,8.2296,8.5344,NA,NA,8.662416,NA,8.8392,NA,NA,9.144,NA,"DPHE",8.662416,9.46232,0.216315,0.103258,17,2892.78,20,0.138442,-0.0778734,5.71189,5.21065885206763,16.4156803776346,5.73563612471458,17.8885,0.0500553,3377
"3159","Sirajganj","Chowhali","Rajapur",NA,NA,24.085,89.784,NA,NA,NA,NA,NA,7.62,6.4008,6.4008,6.858,6.7056,7.0104,NA,NA,6.7056,NA,"DPHE",6.7056,261.87,0,0.178814,14,1291.39,4,0,0,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,12.49,0.100523,3378
"3160","Tangail","Mirzapur","Gorai","Gorai",10.34,24.08783,90.15044,12.31,NA,NA,NA,NA,NA,7.31,8.11,8.67,9.35,NA,NA,NA,12.9713,NA,"BADC",9.01,45,-0.108158,0.0952356,10,2565.31,16,0,0.108158,0.333097,2.61054046750734,0.562561713094408,8.33233550147654,11.1803,0.0566928,3380
"3161","Pabna","Ishwardi","Pakshi","Baghail",15.6,24.08936,89.04385,8.1,NA,NA,NA,NA,NA,9.65,9.36,11.9,11.4,NA,NA,NA,8.48179,NA,"BADC",9.505,333.435,-0.108158,0.0806353,17,1980,4,0,0.108158,1.05324,2.89687822657021,1.32572762859029,6.65981939105287,19.6723,0.0297131,3381
"3162","Narsingdi","Manohardi","Daulatpur","Daulatpur",8.22,24.08987,90.66941,7.73,NA,NA,NA,NA,NA,3.95,4.65,4.23,5.84,NA,NA,NA,7.61707,NA,"BADC",5.245,45,0,0.0735229,15,2837.34,6,0,0,0.333097,1.91739328694739,0.371152315363011,7.6391883209166,11.3137,0.0467836,3382
"3163",NA,NA,NA,"DH116",NA,24.09,90.34,8.595,7.94,8.615,5.125,9.83,9.69,9.74,10.415,10.99,10.64,NA,10.915,10.99,10.34,NA,"BWDB",9.83,71.565,-0.108158,0.10467,8,270,16,0,0.108158,0.744795,2.58557898366184,0.884612559480236,6.97105604793257,10.247,0.0156498,3383
"3164",NA,NA,NA,"PAS07",NA,24.09,89.08,NA,7.865,7.515,8.36,NA,NA,NA,NA,NA,NA,NA,NA,7.59,6.965,NA,"BWDB",7.59,45,0.757103,0.076494,26,5217.24,4,0.43263,-0.324473,0.666172,2.48787881486252,0.779119646652767,7.06874335469094,18.7617,0.028977,3384
"3165","Gazipur","Kaliakoir","Dhaljora",NA,NA,24.092,90.319,NA,NA,13.716,14.3256,14.3256,16.764,17.3736,14.9352,NA,NA,NA,NA,NA,NA,NA,"DPHE",14.6304,48.8141,0.324473,0.112665,13,1320,20,0.279627,-0.0448458,4.99491,5.0781976188513,13.8403808857743,5.86729994174243,17.3205,0.0183045,3386
"3166","Brahmanbaria","Sharail","Noagaon",NA,NA,24.092,91.141,NA,9.4488,NA,NA,7.9248,8.8392,NA,NA,NA,NA,NA,NA,NA,7.0104,19.2024,"DPHE",8.8392,135,0.540788,0.102599,11,2503.16,5,0.216315,-0.324473,0.666172,2.48787881486252,0.779119646652767,7.06874335469094,9.38083,0.046174,3387
"3167","Kushtia","Daulatpur","Kholishakundi",NA,NA,24.092,88.891,NA,NA,NA,7.3152,NA,6.7056,7.0104,6.4008,6.717792,6.7056,6.7056,NA,NA,7.62,NA,"DPHE",6.711696,-1,0,0.0614389,12,1200,4,0,0,0,2.53102526236141,0.19224299692394,11.1844213979982,18.4391,0.0433495,3388
"3168","Narsingdi","Monohardi","Barachapa",NA,NA,24.092,90.894,NA,NA,5.9436,7.62,NA,7.3152,7.0104,NA,5.891784,5.7912,6.096,NA,NA,5.4864,NA,"DPHE",6.0198,45,0,0.0942889,8,192.094,6,0,0,0.333097,4.55645061656265,1.80812726726588,10.2782456505319,8.48528,0.065455,3389
"3169","Kishoregonj","Bhairab","Aganagar",NA,NA,24.093,90.962,NA,NA,NA,6.4008,6.4008,6.096,NA,NA,6.041136,5.7912,6.7056,NA,NA,NA,NA,"DPHE",6.2484,315,0.43263,0.107812,13,1931.45,6,0.189276,-0.243354,2.33042,3.64283191790161,3.49311776589495,5.91433068140071,11.1803,0.0612708,3390
"3170","Narsingdi","Monohardi","Lebutala",NA,NA,24.093,90.704,NA,6.096,5.7912,5.7912,NA,6.096,6.096,NA,NA,6.096,6.4008,NA,NA,6.096,NA,"DPHE",6.096,45,-0.324473,0.0712474,14,5347.92,6,-0.086526,0.237947,1.33216,3.11355988792055,1.75681904838566,6.44321096918382,12.0416,0.0523181,3391
"3171","Tangail","Mirzapur","Bhatgram","Baghjan",10.42,24.09339,90.06657,6.89,NA,NA,NA,NA,NA,7.89,8.03,8.5,9.31,NA,NA,NA,6.66031,NA,"BADC",7.96,270,-0.108158,0.0895862,10,3518.2,16,0,0.108158,0.942067,8.27194786113528,31.0648150809968,12.2376520745676,6.9282,0.0785819,3392
"3172","Tangail","Mirzapur","Gorai",NA,NA,24.094,90.108,NA,NA,NA,NA,11.8872,13.716,NA,NA,11.759184,NA,11.5824,NA,NA,14.3256,NA,"DPHE",11.8872,-1,0,0.0902977,11,3288.11,16,0,0,0,3.44731599423557,0.333130604876299,12.1007121298723,6.9282,0.065593,3393
"3173","Gazipur","Kaliakoir","Mowchuk",NA,NA,24.096,90.203,NA,NA,14.3256,14.3256,14.9352,19.2024,18.8976,18.288,NA,NA,NA,NA,NA,NA,NA,"DPHE",16.6116,296.565,0.216315,0.132466,12,823.772,16,0.108158,-0.108158,1.05324,2.89687822657021,1.32572762859029,6.65981939105287,8.30662,0.0400274,3395
"3174","Tangail","Mirzapur","Ajgana",NA,NA,24.097,90.009,NA,NA,NA,NA,8.2296,NA,NA,NA,7.872984,NA,8.5344,NA,NA,7.62,NA,"DPHE",8.051292,264.806,0.540788,0.0785086,13,1559.13,6,0.216315,-0.324473,2.59982,3.74809340772771,4.00426794437309,5.80920965920301,6.9282,0.0908685,3396
"3175","Narsingdi","Manohardi","Akduaria","Basubhanda",8.3,24.09722,90.71738,5.55,NA,NA,NA,NA,NA,3.92,4.12,4.57,4.73,NA,NA,NA,7.32301,NA,"BADC",4.65,116.565,-0.216315,0.0692848,12,4228.3,6,-0.108158,0.108158,1.05324,3.59002540713016,2.00942732933485,7.35296657161282,10.583,0.0523181,3397
"3176","Pabna","Shanthia","Varara",NA,NA,24.099,89.482,NA,7.9248,NA,NA,8.5344,8.8392,9.144,8.2296,8.0772,8.5344,9.144,NA,NA,NA,NA,"DPHE",8.5344,45,0,0.100844,17,4519.76,6,0,0,0.333097,2.61054046750734,0.562561713094408,8.33233550147654,14.6969,0.0408214,3398
"3177","Narsingdi","Belabo","Belabo","Char Lakshmipur",7.45,24.09921,90.86493,5.91,NA,NA,NA,NA,NA,3.91,4.25,4.48,4.78,NA,NA,NA,7.14731,NA,"BADC",4.63,-1,0,0.0782306,9,593.97,6,0,0,0,3.496106158405,0.343026848092506,12.1495022940418,9.38083,0.0653777,3399
"3178",NA,NA,NA,"PAS12",NA,24.1,89.4,NA,9.55,9.76,10.12,NA,NA,NA,NA,NA,NA,NA,NA,9.77,9.54,NA,"BWDB",9.76,-1,0,0.0858274,13,5340,5,0,0,0,5.80816999535359,1.37340319234486,14.4615661309904,7.48331,0.034945,3400
"3179","Brahmanbaria","Nasirnagar","Horipur",NA,NA,24.1,91.25,NA,9.7536,9.144,NA,6.096,5.4864,NA,NA,NA,NA,NA,NA,NA,10.9728,NA,"DPHE",9.144,-1,0,0.0656669,6,810,6,0,0,0,3.09064105029683,0.268951120136236,11.7440371859336,3.87298,0.044017,3401
"3180",NA,NA,NA,"KT018",NA,24.1,88.87,6.85,7.4,8.05,8.1,4,8.4,8.7,8.43,8.75,8.4,9.25,7.34,7.19,NA,NA,"BWDB",8.1,-1,0,0.0449584,9,300,4,0,0,0,5.76970371452579,1.34206835592798,14.4230998501626,0,0.0476806,3402
"3181","Brahmanbaria","Sharail","Chunta",NA,NA,24.1,91.07,NA,6.7056,NA,NA,5.4864,7.3152,NA,NA,NA,NA,NA,NA,NA,7.0104,7.0104,"DPHE",7.0104,251.565,0.540788,0.128735,10,2002.6,4,0.302841,-0.237947,1.48934,3.2177431680943,2.01143625704105,6.3390759276073,8.94427,0.0514634,3403
"3182",NA,NA,NA,"DH121",NA,24.1,90.75,4.055,3.705,4.945,5.04,3.76,3.96,4.52,3.66,6.12,6.3,NA,5.58,2.84,4.83,3.64,"BWDB",4.2875,261.87,0.108158,0.0667012,14,1230,6,0.0648945,-0.043263,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,15.4919,0.0571203,3405
"3183","Tangail","Nagarpur","Sahabatpur","Ghuni Gazamati",10.48,24.10092,89.87858,5.64,NA,NA,NA,NA,NA,5.64,5.76,5.97,6.19,NA,NA,NA,6.40649,NA,"BADC",5.865,267.274,0.540788,0.0949137,19,2428.7,6,0.330319,-0.210469,4.93963,4.37408400848329,9.00299249257375,5.18506209663429,17.2337,0.107686,3406
"3184","Narsingdi","Narsingdi sadar","Sukundi",NA,NA,24.102,90.77,NA,5.4864,5.7912,5.7912,NA,6.4008,6.4008,NA,6.096,5.7912,6.4008,NA,NA,NA,NA,"DPHE",5.9436,203.199,-0.216315,0.0635277,11,780,6,0,0.216315,1.79322,3.39281091905783,2.52496573656656,6.16411568020592,11.6189,0.0590355,3407
"3185","Pabna","Shanthia","Khetupara",NA,NA,24.104,89.535,NA,7.3152,NA,NA,8.5344,8.5344,NA,8.8392,8.887968,8.5344,8.5344,NA,NA,NA,NA,"DPHE",8.5344,300.964,-0.108158,0.119677,11,4133.04,6,0,0.108158,1.37315,3.83493833541863,2.76231800884841,7.1081389785945,8.66025,0.0496523,3408
"3186","Kishoregonj","Bajitpur","Pirijpur",NA,NA,24.105,91.012,NA,NA,NA,5.1816,5.1816,5.1816,NA,NA,NA,5.1816,5.1816,NA,NA,NA,NA,"DPHE",5.1816,315,0,0.1243,8,2631.81,6,0,0,0.333097,6.90099990865573,7.38182742065742,12.6227949426249,8.48528,0.0571216,3410
"3187","Tangail","Mirzapur","Mirzapur","Bhaora Kumarjani",10.205,24.10574,90.10327,7.75,NA,NA,NA,NA,NA,7.84,8.25,8.79,9.15,NA,NA,NA,7.75055,NA,"BADC",8.045,-1,0,0.0884575,11,2257.19,16,0,0,0,4.68569022527884,0.700335256712008,13.3390863609156,11.1803,0.0646871,3412
"3188","Gazipur","Kapasia","Durgapur",NA,NA,24.106,90.57,NA,13.1064,NA,NA,NA,14.3256,NA,12.8016,NA,14.6304,14.6304,NA,NA,14.9352,1.2192,"DPHE",14.3256,-1,0,0.0760459,14,913.893,20,0,0,0,2.24334318990963,0.161766014681109,10.8967393255464,5.38516,0.0293541,3413
"3189","Pabna","Faridpur","Hadol",NA,NA,24.106,89.144,NA,NA,NA,NA,11.5824,10.668,NA,10.9728,11.710416,11.8872,12.192,NA,NA,10.3632,NA,"DPHE",11.5824,161.565,0.216315,0.0940502,17,9598.59,6,0.108158,-0.108158,1.48934,3.2177431680943,2.01143625704105,6.3390759276073,10.247,0.028897,3414
"3190","Kishoregonj","Kuliarchar","Ramdi",NA,NA,24.106,90.9,NA,NA,6.4008,NA,7.0104,7.0104,NA,7.0104,5.938479,6.4008,NA,NA,NA,6.4008,NA,"DPHE",6.4008,-1,0,0.092704,10,1332.55,5,0,0,0,5.92804727261309,1.47582640573009,14.5814434082499,0,0.0655694,3415
"3191","Pabna","Ishwardi","Dashuria","Marmi",16.3678,24.10695,89.15941,10,NA,NA,NA,NA,NA,9.26,9.31,10.13,9.8,NA,NA,NA,9.12025,NA,"BADC",9.555,300.964,-0.216315,0.0918687,15,10507.8,6,-0.0811181,0.135197,1.37315,4.24040344352679,3.52312806700511,7.51360408670266,13.2288,0.028807,3416
"3192","Gazipur","Sreepur","Rajabari","Gazaria",14.5,24.10706,90.4875,10.86,NA,NA,NA,NA,NA,15.054,14.88,15.19,15.31,NA,NA,NA,11.5509,NA,"BADC",14.967,45,0.216315,0.0964576,18,3982.21,16,0,0,0.333097,1.91739328694739,0.371152315363011,7.6391883209166,15.5885,0.0159821,3417
"3193",NA,NA,NA,"DH057",NA,24.11,90.3,12.285,12.79,13.685,14.64,15.09,NA,17.525,18.4,19.105,20.06,NA,22.04,22.835,24.12,NA,"BWDB",17.9625,-1,0,0.115741,10,390,16,0,0,0,9.766284107982,14.7635338196084,18.4196802436188,9.79796,0.0187065,3418
"3194",NA,NA,NA,"PA018",NA,24.11,89.33,10.39,9.44,9.665,10.29,10.74,11.94,11.64,11.04,11.44,11.09,11.14,11.265,10.79,10.365,NA,"BWDB",10.915,135,-0.216315,0.0618179,14,2002.6,6,-0.0540788,0.162236,1.33216,4.21217217658866,3.39625104053326,7.54182325785193,13.8564,0.0305882,3419
"3195",NA,NA,NA,"KT040",NA,24.11,88.95,8.09,8.265,8.495,8.33,8.445,8.27,8.75,8.55,8.72,8.99,NA,8.815,9.08,9.44,NA,"BWDB",8.55,174.806,0.324473,0.0812996,21,1666.28,4,0.216315,-0.108158,2.59982,3.74809340772771,4.00426794437309,5.80920965920301,11.0905,0.0315966,3420
"3196",NA,NA,NA,"KT010",NA,24.11,88.95,7.35,7.53,7.695,7.78,7.67,7.55,8.005,7.91,7.93,8.49,NA,7.915,8.845,8.545,NA,"BWDB",7.91,174.806,0.324473,0.0812996,21,1666.28,4,0.216315,-0.108158,2.59982,3.74809340772771,4.00426794437309,5.80920965920301,11.0905,0.0315966,3421
"3197","Narsingdi","Belabo","Patuli",NA,NA,24.11,90.851,NA,NA,6.7056,NA,7.62,6.4008,7.3152,NA,7.973568,8.5344,NA,NA,NA,8.8392,NA,"DPHE",7.62,-1,0,0.0589229,9,60,6,0,0,0,2.84947899347995,0.232719163438931,11.5028751291167,10.7238,0.0655783,3422
"3198","Pabna","Atgharia","Chandba","Atgharia",12.8584,24.11018,89.23672,9.98,NA,NA,NA,NA,NA,11.21,10.51,10.73,11,NA,NA,NA,10.4742,NA,"BADC",10.62,-1,0,0.0569451,16,6071.57,6,0,0,0,3.28479706473779,0.30218011963696,11.9381932003746,5.74456,0.0282192,3423
"3199","Gazipur","Gazipur Sadar","Mirzapur","Bisaiya Kuribari",15.304,24.11155,90.39986,10.84,NA,NA,NA,NA,NA,32.5,30.7,30.97,21.18,NA,NA,NA,20.1562,NA,"BADC",25.94,180,0.540788,0.0985727,21,2915.56,20,0.216315,-0.324473,0.942067,2.79548430920377,1.1620639597061,6.76118852263607,12.3288,0.012856,3424
"3200","Kishoreganj","Kuliar Char","Faridpur","Faridpur",6.95,24.11255,90.86356,4.95,NA,NA,NA,NA,NA,5.6,5.61,6.12,6.38,NA,NA,NA,7.31122,NA,"BADC",5.865,59.0362,0.324473,0.0695545,15,816.088,6,0.0648945,-0.259578,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,11.6189,0.0655783,3425
"3201","Sirajganj","Shahjadpur","Porjana",NA,NA,24.113,89.58,NA,6.7056,NA,NA,7.9248,7.9248,7.62,7.9248,7.821168,8.2296,7.821168,NA,NA,7.3152,NA,"DPHE",7.821168,243.435,-0.108158,0.148064,11,1277.38,6,0,0.108158,1.05324,3.59002540713016,2.00942732933485,7.35296657161282,6.9282,0.0713855,3426
"3202","Tangail","Delduar","Dubail",NA,NA,24.113,89.963,NA,6.096,6.7056,NA,6.7056,6.7056,NA,7.0104,8.6106,7.3152,6.4008,NA,NA,7.3152,NA,"DPHE",6.7056,281.31,0.216315,0.0810366,14,2024.28,6,0.216315,0,1.20084,3.01734985157843,1.5503843119464,6.53938455367818,12.9615,0.100668,3427
"3203","Gazipur","Kapasia","Kapasia","Surjya Narayanpur",14.87,24.11434,90.5321,9.33,NA,NA,NA,NA,NA,8.54,8.61,8.68,8.74,NA,NA,NA,10.7181,NA,"BADC",8.71,203.199,0,0.0744334,16,2710.15,20,0.043263,0.043263,3.58293,4.05925503287596,5.99320978877847,5.49868613228691,13.8564,0.0228229,3428
"3204","Pabna","Faridpur","Demra",NA,NA,24.115,89.399,NA,NA,NA,NA,11.8872,11.8872,NA,11.5824,12.140184,12.4968,12.192,NA,NA,10.3632,NA,"DPHE",11.8872,-1,0,0.0985341,13,3660,5,0,0,0,3.81887955066805,0.41632772632915,12.4722756863048,5.19615,0.0349107,3429
"3205","Kishoreganj","Kuliar Char","Chhaysuti","Chhaysuti",6.28,24.11503,90.91018,5.12,NA,NA,NA,NA,NA,5.35,5.6,6.1,6.36,NA,NA,NA,6.36142,NA,"BADC",5.85,-1,0,0.0944982,10,2773.66,5,0,0,0,3.34195547857774,0.312723155061689,11.9953516142145,6.63325,0.0650034,3430
"3206","Kishoreganj","Kuliar Char","Chhaysuti","Chhaysuti",6.28,24.11503,90.91018,5.28,NA,NA,NA,NA,NA,5.35,5.6,6.1,6.36,NA,NA,NA,7.21815,NA,"BADC",5.85,-1,0,0.0944982,10,2773.66,5,0,0,0,3.34195547857774,0.312723155061689,11.9953516142145,6.63325,0.0650034,3431
"3207","Kishoreganj","Kuliar Char","Chhaysuti","Chhaysuti",6.28,24.11503,90.91018,4.81,NA,NA,NA,NA,NA,5.35,5.6,6.1,6.36,NA,NA,NA,6.94002,NA,"BADC",5.85,-1,0,0.0944982,10,2773.66,5,0,0,0,3.34195547857774,0.312723155061689,11.9953516142145,6.63325,0.0650034,3432
"3208","Kishoreganj","Kuliar Char","Chhaysuti","Chhaysuti",6.28,24.11503,90.91018,5.05,NA,NA,NA,NA,NA,5.35,5.6,6.1,6.36,NA,NA,NA,6.13717,NA,"BADC",5.85,-1,0,0.0944982,10,2773.66,5,0,0,0,3.34195547857774,0.312723155061689,11.9953516142145,6.63325,0.0650034,3433
"3209","Pabna","Ishwardi","Pourashava",NA,14.887,24.1159,89.06581,8.39,NA,NA,NA,NA,NA,9.42,NA,NA,NA,NA,NA,NA,8.69499,NA,"BADC",8.69499,243.435,-0.108158,0.09993,18,4200,4,0.0166396,0.124797,3.15688,4.62916252630812,7.7437804048779,6.31477226199012,15.4919,0.0296914,3434
"3210","Narsingdi","Belabo","Bajnaba","Bir Bhagber",7.62,24.11667,90.81487,7.85,NA,NA,NA,NA,NA,3.85,4.12,4.35,4.88,NA,NA,NA,6.74712,NA,"BADC",4.615,-1,0,0.0430328,12,3555.98,20,0,0,0,2.24334318990963,0.161766014681109,10.8967393255464,12.0416,0.0645616,3435
"3211","Pabna","Ishwardi","Sara","Jhaudia",14.866,24.1179,89.0456,8.29,NA,NA,NA,NA,NA,9.43,9.43,10.95,10.43,NA,NA,NA,7.98114,NA,"BADC",9.43,45,0.43263,0.099121,18,2160,4,0,0,0.333097,1.91739328694739,0.371152315363011,7.6391883209166,10.5357,0.0298935,3436
"3212","Narsingdi","Monohardi","Char Mondalia",NA,NA,24.118,90.75,NA,NA,5.7912,5.7912,NA,6.096,5.7912,NA,5.614416,5.4864,5.7912,NA,NA,7.0104,NA,"DPHE",5.7912,278.13,-0.216315,0.058569,12,553.173,6,0,0.216315,1.66504,4.01580473353077,3.49386754918138,6.92736859086628,11.6189,0.0582425,3437
"3213","Kishoregonj","Bhairab","Shararchar",NA,NA,24.118,90.956,NA,NA,NA,5.4864,5.4864,5.4864,NA,NA,NA,5.1816,5.4864,NA,NA,NA,NA,"DPHE",5.4864,-1,0,0.110017,8,3880.68,5,0,0,0,4.70007896273093,0.706407595063362,13.3534750983677,8.48528,0.0627945,3438
"3214","Narsingdi","Manohardi","Gotashia","Gotashia",8.3,24.1183,90.76469,7.52,NA,NA,NA,NA,NA,3.96,4.09,4.29,4.6,NA,NA,NA,9.29206,NA,"BADC",4.445,-1,0,0.0570477,12,445.982,6,0,0,0,1.55019600934969,0.106725768032964,10.2035921449865,13.4164,0.0596023,3439
"3215","Brahmanbaria","Nasirnagar","Purbabhag",NA,NA,24.119,91.22,NA,9.7536,9.144,NA,6.096,7.3152,NA,NA,NA,NA,NA,NA,NA,11.8872,NA,"DPHE",9.144,125.538,0.43263,0.0691228,8,2045.51,5,0.243354,-0.189276,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,5.65685,0.0439647,3440
"3216","Pabna","Atgharia","Debottar","Abhirampur",13.8674,24.1196,89.26817,8.81,NA,NA,NA,NA,NA,11.65,11.52,11.75,11.1,NA,NA,NA,10.5204,NA,"BADC",11.31,175.601,-0.108158,0.0585173,15,3180.57,6,0,0.108158,3.0681,5.29461406007259,11.3235770952142,7.03555708533364,12.8452,0.0283771,3441
"3217","Pabna","Chatmohar","Chhaikola",NA,NA,24.12,89.347,NA,9.144,NA,NA,10.9728,11.5824,11.5824,11.2776,10.869168,10.3632,10.9728,NA,NA,NA,NA,"DPHE",10.9728,315,0.216315,0.0672592,14,3099.31,6,0.108158,-0.108158,1.33216,3.11355988792055,1.75681904838566,6.44321096918382,10.9545,0.0316333,3442
"3218",NA,NA,NA,"PA031",NA,24.12,89.04,9.075,9.31,9.775,9.34,9.16,9.485,10.31,9.46,9.41,9.31,9.06,8.95,9.14,9.01,NA,"BWDB",9.31,90,0,0.099285,17,1590,4,0,0,0.471065,6.30482253625644,6.26435819292362,11.473520867926,12.3288,0.0298935,3443
"3219",NA,NA,NA,"KT017",NA,24.12,88.94,8.62,8.87,9.2,8.92,8.875,8.95,9.5,9.275,9.355,9.4,9.05,9,9.675,9.425,NA,"BWDB",9.125,66.8014,0.324473,0.0774095,22,420,4,0.108158,-0.216315,1.79322,3.39281091905783,2.52496573656656,6.16411568020592,12.6491,0.0345677,3444
"3220",NA,NA,NA,"KT039",NA,24.12,88.95,7.86,8.02,8.245,8.07,8.25,8.065,8.525,8.34,8.7,9.18,NA,9.015,9.745,9.38,NA,"BWDB",8.34,-1,0,0.0806365,16,573.149,4,0,0,0,4.54592828290368,0.644002103964119,13.1993244185405,13.2288,0.0315966,3445
"3221",NA,NA,NA,"KT008",NA,24.12,88.97,7.29,NA,NA,NA,NA,7.445,8.06,8.1,8.3,7.6,9.17,8.275,10.585,8.7,NA,"BWDB",8.1875,326.31,0.108158,0.0864763,17,1360.29,4,0,-0.108158,1.69799,5.4206070421941,8.22207818917119,8.29516693070545,14.6969,0.0311326,3446
"3222","Tangail","Mirzapur","Jamurki",NA,NA,24.12,90.05,NA,NA,NA,NA,7.0104,NA,NA,NA,8.9916,7.3152,7.0104,NA,NA,7.9248,NA,"DPHE",7.3152,135,0,0.100828,10,390,16,0,0,0.333097,3.70915275617545,1.08753420292016,9.43094779014466,11.1803,0.0826858,3449
"3223",NA,NA,NA,"MY069",NA,24.12,91,5.115,5.26,6.38,5.74,5.51,6.655,5.44,5.325,5.48,6.12,NA,5.475,NA,5.485,5.34,"BWDB",5.48,-1,0,0.124985,5,2052.32,5,0,0,0,1.14473090124152,0.0836786246309356,9.7981270368783,6.245,0.0571216,3450
"3224","Gazipur","Kaliakair","Boali","Boali",14.09,24.12051,90.29656,11.6,NA,NA,NA,NA,NA,16.78,16.86,17.06,17.29,NA,NA,NA,17.6741,NA,"BADC",16.96,78.6901,-0.216315,0.114884,10,720,16,-0.135197,0.0811181,1.20084,6.06187228930185,9.63320809670374,9.5839069914016,14.9666,0.0187065,3451
"3225","B Baria","Sarail","Chunta","Ghagrajor",6.5,24.12221,91.07933,6.43,NA,NA,NA,NA,NA,2.89,5.03,5.05,3.98,NA,NA,NA,3.15433,NA,"BADC",4.505,90,0.324473,0.129884,14,3785.83,5,0.216315,-0.108158,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,10.583,0.049895,3452
"3226","B Baria","Sarail","Chunta","Ghagrajor",6.5,24.12221,91.07933,4.17,NA,NA,NA,NA,NA,2.89,5.03,5.05,3.98,NA,NA,NA,4.26855,NA,"BADC",4.219275,90,0.324473,0.129884,14,3785.83,5,0.216315,-0.108158,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,10.583,0.049895,3453
"3227","Gazipur","Kapasia","Rayed",NA,NA,24.124,90.671,NA,10.3632,NA,NA,NA,18.8976,NA,18.5928,NA,17.6784,19.2024,NA,NA,18.5928,NA,"DPHE",18.5928,-1,0,0.0742943,12,3319.04,6,0,0,0,4.28022511717067,0.549099736102283,12.9336212528075,10.583,0.0464498,3455
"3228","Tangail","Mirzapur","Ajgana","Chiteshwari",11.92,24.12423,90.18044,11.72,NA,NA,NA,NA,NA,7.42,8.2,8.45,9.2,NA,NA,NA,12.959,NA,"BADC",8.825,54.4623,0.216315,0.112913,21,690.652,20,0.0811181,-0.135197,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,19.6214,0.040203,3456
"3229","Narsingdi","Manohardi","Shukundi","Narandi",8.59,24.12476,90.70855,6.54,NA,NA,NA,NA,NA,3.85,6.59,6.63,6.82,NA,NA,NA,7.2403,NA,"BADC",6.61,300.964,0.216315,0.0621789,13,4506.4,6,0.0270394,-0.189276,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,11.6189,0.0539193,3457
"3230","Brahmanbaria","Sharail","Kalikatcha",NA,NA,24.125,91.044,NA,9.7536,NA,NA,7.0104,8.5344,NA,NA,NA,NA,NA,NA,NA,7.0104,NA,"DPHE",7.7724,30.9638,-0.324473,0.12764,9,1231.1,5,-0.237947,0.086526,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,9.79796,0.0551562,3458
"3231","Tangail","Delduar","Dewla",NA,NA,24.125,89.907,NA,6.7056,6.88848,NA,7.0104,7.3152,NA,7.3152,7.138416,7.3152,7.3152,NA,NA,7.0104,NA,"DPHE",7.138416,66.8014,-0.216315,0.0865207,12,1421.44,6,0,0.216315,1.79322,3.39281091905783,2.52496573656656,6.16411568020592,9,0.112509,3459
