"","x","y","Features"
"1",0,NA,"1"
"2",0.698616600790514,0.598645215918713,"1"
"3",0.705533596837945,0.593023255813954,"1"
"4",0.706521739130435,0.592868988391376,"1"
"5",0.707509881422925,0.592715231788079,"1"
"6",0.707509881422925,0.591246903385632,"1"
"7",0.718379446640316,0.586290322580645,"1"
"8",0.722332015810277,0.58714859437751,"1"
"9",0.731225296442688,0.58405682715075,"1"
"10",0.734189723320158,0.584119496855346,"1"
"11",0.741106719367589,0.581846392552366,"1"
"12",0.743083003952569,0.582043343653251,"1"
"13",0.745059288537549,0.58044649730562,"1"
"14",0.74604743083004,0.58032282859339,"1"
"15",0.75296442687747,0.577272727272727,"1"
"16",0.756916996047431,0.572924457741212,"1"
"17",0.758893280632411,0.572706935123042,"1"
"18",0.759881422924901,0.573025335320417,"1"
"19",0.761857707509881,0.572808320950966,"1"
"20",0.761857707509881,0.572383073496659,"1"
"21",0.761857707509881,0.571958456973294,"1"
"22",0.762845849802372,0.57227575982209,"1"
"23",0.762845849802372,0.571005917159763,"1"
"24",0.762845849802372,0.570583887657058,"1"
"25",0.762845849802372,0.568901989683125,"1"
"26",0.762845849802372,0.567647058823529,"1"
"27",0.763833992094862,0.567964731814842,"1"
"28",0.764822134387352,0.567032967032967,"1"
"29",0.771739130434783,0.566352429296592,"1"
"30",0.772727272727273,0.564620938628159,"1"
"31",0.772727272727273,0.564213564213564,"1"
"32",0.775691699604743,0.564748201438849,"1"
"33",0.776679841897233,0.563845050215208,"1"
"34",0.778656126482213,0.563259471050751,"1"
"35",0.778656126482213,0.562455389007852,"1"
"36",0.783596837944664,0.562810503903478,"1"
"37",0.784584980237154,0.561924982307148,"1"
"38",0.793478260869565,0.56036287508723,"1"
"39",0.794466403162055,0.559498956158664,"1"
"40",0.795454545454545,0.558639833448994,"1"
"41",0.795454545454545,0.557479224376731,"1"
"42",0.796442687747036,0.557785467128028,"1"
"43",0.797430830039526,0.555785123966942,"1"
"44",0.797430830039526,0.555402615278734,"1"
"45",0.797430830039526,0.554639175257732,"1"
"46",0.797430830039526,0.553497942386831,"1"
"47",0.800395256916996,0.553656869446343,"1"
"48",0.800395256916996,0.55327868852459,"1"
"49",0.803359683794466,0.553061224489796,"1"
"50",0.803359683794466,0.552685248130523,"1"
"51",0.805335968379447,0.552542372881356,"1"
"52",0.806324110671937,0.552097428958051,"1"
"53",0.806324110671937,0.551724137931034,"1"
"54",0.808300395256917,0.551584625758597,"1"
"55",0.809288537549407,0.550773369199731,"1"
"56",0.809288537549407,0.550033579583613,"1"
"57",0.810276679841897,0.550335570469799,"1"
"58",0.811264822134387,0.550637156270959,"1"
"59",0.811264822134387,0.549899531145345,"1"
"60",0.811264822134387,0.549531459170013,"1"
"61",0.812252964426877,0.549832775919732,"1"
"62",0.812252964426877,0.549465240641711,"1"
"63",0.812252964426877,0.548731642189586,"1"
"64",0.812252964426877,0.548365577051368,"1"
"65",0.813241106719368,0.548666666666667,"1"
"66",0.813241106719368,0.547936085219707,"1"
"67",0.813241106719368,0.547571523619428,"1"
"68",0.815217391304348,0.547808764940239,"1"
"69",0.816205533596838,0.547019867549669,"1"
"70",0.816205533596838,0.546657842488418,"1"
"71",0.817193675889328,0.546957671957672,"1"
"72",0.817193675889328,0.54659616655651,"1"
"73",0.817193675889328,0.545874587458746,"1"
"74",0.817193675889328,0.542295081967213,"1"
"75",0.818181818181818,0.541884816753927,"1"
"76",0.818181818181818,0.541530412034009,"1"
"77",0.820158102766798,0.541069100391134,"1"
"78",0.820158102766798,0.54071661237785,"1"
"79",0.820158102766798,0.540364583333333,"1"
"80",0.820158102766798,0.540013012361744,"1"
"81",0.820158102766798,0.539311241065627,"1"
"82",0.820158102766798,0.538611291369241,"1"
"83",0.820158102766798,0.538261997405966,"1"
"84",0.820158102766798,0.536869340232859,"1"
"85",0.820158102766798,0.536522301228184,"1"
"86",0.820158102766798,0.536175710594315,"1"
"87",0.820158102766798,0.535483870967742,"1"
"88",0.821146245059289,0.534749034749035,"1"
"89",0.821146245059289,0.534405144694534,"1"
"90",0.821146245059289,0.534061696658098,"1"
"91",0.822134387351779,0.534360950545922,"1"
"92",0.822134387351779,0.534017971758665,"1"
"93",0.822134387351779,0.531969309462916,"1"
"94",0.822134387351779,0.529262086513995,"1"
"95",0.824110671936759,0.527180783817952,"1"
"96",0.825098814229249,0.526481715006305,"1"
"97",0.825098814229249,0.522201375859912,"1"
"98",0.83300395256917,0.516860821581852,"1"
"99",0.839920948616601,0.509286998202516,"1"
"100",1,0.336548054539408,"1"
"101",0,NA,"2"
"102",0.411067193675889,0.789373814041746,"2"
"103",0.456521739130435,0.77257525083612,"2"
"104",0.473320158102767,0.77133655394525,"2"
"105",0.49802371541502,0.775384615384615,"2"
"106",0.50395256916996,0.770392749244713,"2"
"107",0.511857707509881,0.769687964338782,"2"
"108",0.526679841897233,0.764705882352941,"2"
"109",0.530632411067194,0.764957264957265,"2"
"110",0.534584980237154,0.764124293785311,"2"
"111",0.552371541501976,0.765753424657534,"2"
"112",0.555335968379447,0.76566757493188,"2"
"113",0.560276679841897,0.767253044654939,"2"
"114",0.569169960474308,0.764940239043825,"2"
"115",0.579051383399209,0.767015706806283,"2"
"116",0.596837944664032,0.769426751592357,"2"
"117",0.599802371541502,0.769328263624842,"2"
"118",0.604743083003953,0.766917293233083,"2"
"119",0.605731225296443,0.764339152119701,"2"
"120",0.611660079051383,0.766089108910891,"2"
"121",0.616600790513834,0.761904761904762,"2"
"122",0.619565217391304,0.756332931242461,"2"
"123",0.619565217391304,0.752701080432173,"2"
"124",0.622529644268775,0.751789976133652,"2"
"125",0.624505928853755,0.749703440094899,"2"
"126",0.628458498023715,0.750885478158205,"2"
"127",0.633399209486166,0.748831775700935,"2"
"128",0.639328063241107,0.749710312862109,"2"
"129",0.648221343873518,0.751431844215349,"2"
"130",0.654150197628458,0.752272727272727,"2"
"131",0.658102766798419,0.753393665158371,"2"
"132",0.66501976284585,0.753639417693169,"2"
"133",0.672924901185771,0.753318584070796,"2"
"134",0.672924901185771,0.750826901874311,"2"
"135",0.674901185770751,0.750549450549451,"2"
"136",0.675889328063241,0.749178532311062,"2"
"137",0.678853754940711,0.748366013071895,"2"
"138",0.685770750988142,0.749460043196544,"2"
"139",0.688735177865613,0.747854077253219,"2"
"140",0.689723320158103,0.747323340471092,"2"
"141",0.691699604743083,0.746268656716418,"2"
"142",0.695652173913043,0.747346072186836,"2"
"143",0.696640316205534,0.746822033898305,"2"
"144",0.698616600790514,0.747357293868922,"2"
"145",0.699604743083004,0.746835443037975,"2"
"146",0.700592885375494,0.747102212855637,"2"
"147",0.701581027667984,0.74501573976915,"2"
"148",0.702569169960474,0.745283018867924,"2"
"149",0.704545454545455,0.74503657262278,"2"
"150",0.704545454545455,0.743482794577685,"2"
"151",0.705533596837945,0.74375,"2"
"152",0.705533596837945,0.742976066597295,"2"
"153",0.705533596837945,0.741433021806854,"2"
"154",0.705533596837945,0.739896373056995,"2"
"155",0.707509881422925,0.739669421487603,"2"
"156",0.707509881422925,0.736625514403292,"2"
"157",0.707509881422925,0.735112936344969,"2"
"158",0.708498023715415,0.735384615384615,"2"
"159",0.711462450592885,0.73469387755102,"2"
"160",0.711462450592885,0.73394495412844,"2"
"161",0.711462450592885,0.732451678535097,"2"
"162",0.711462450592885,0.731707317073171,"2"
"163",0.711462450592885,0.730964467005076,"2"
"164",0.714426877470356,0.731781376518219,"2"
"165",0.715415019762846,0.731313131313131,"2"
"166",0.716403162055336,0.731584258324924,"2"
"167",0.718379446640316,0.729919678714859,"2"
"168",0.720355731225296,0.727544910179641,"2"
"169",0.720355731225296,0.723214285714286,"2"
"170",0.723320158102767,0.723320158102767,"2"
"171",0.724308300395257,0.723593287265548,"2"
