"","x","y","Features"
"1",0,0,"1"
"2",0.0849564857024451,0.208087615838248,"1"
"3",0.103605470368835,0.24178601516428,"1"
"4",0.115209283050145,0.259477674810446,"1"
"5",0.123912142561127,0.268744734625105,"1"
"6",0.130542892664733,0.280539174389216,"1"
"7",0.135930377123912,0.294018534119629,"1"
"8",0.140903439701616,0.302443133951137,"1"
"9",0.14587650227932,0.310867733782645,"1"
"10",0.149606299212598,0.315080033698399,"1"
"11",0.152921674264401,0.322662173546757,"1"
"12",0.156651471197679,0.326874473462511,"1"
"13",0.159966846249482,0.330244313395114,"1"
"14",0.163282221301285,0.335299073294019,"1"
"15",0.166597596353087,0.337826453243471,"1"
"16",0.169498549523415,0.342038753159225,"1"
"17",0.171985080812267,0.34709351305813,"1"
"18",0.174886033982594,0.352148272957035,"1"
"19",0.177372565271446,0.35804549283909,"1"
"20",0.179859096560298,0.364785172704297,"1"
"21",0.184003315375052,0.369839932603201,"1"
"22",0.190634065478657,0.374894692502106,"1"
"23",0.193120596767509,0.383319292333614,"1"
"24",0.196850393700787,0.38921651221567,"1"
"25",0.20016576875259,0.397641112047178,"1"
"26",0.203066721922918,0.403538331929233,"1"
"27",0.203481143804393,0.408593091828138,"1"
"28",0.20638209697472,0.411120471777591,"1"
"29",0.208454206382097,0.414490311710194,"1"
"30",0.210111893907998,0.415332771693345,"1"
"31",0.212184003315375,0.419545071609099,"1"
"32",0.21259842519685,0.422072451558551,"1"
"33",0.213841690841276,0.422914911541702,"1"
"34",0.214670534604227,0.422914911541702,"1"
"35",0.215084956485702,0.422914911541702,"1"
"36",0.215499378367178,0.422914911541702,"1"
"37",0.215913800248653,0.422914911541702,"1"
"38",0.216328222130128,0.422914911541702,"1"
"39",0.21798590965603,0.424599831508003,"1"
"40",0.220058019063407,0.424599831508003,"1"
"41",0.221301284707833,0.425442291491154,"1"
"42",0.222130128470783,0.426284751474305,"1"
"43",0.223373394115209,0.432181971356361,"1"
"44",0.224616659759635,0.432181971356361,"1"
"45",0.226688769167012,0.433866891322662,"1"
"46",0.227932034811438,0.434709351305813,"1"
"47",0.228346456692913,0.436394271272115,"1"
"48",0.229175300455864,0.438079191238416,"1"
"49",0.230004144218815,0.438921651221567,"1"
