"","nF","AUCROC","AUCPR","Accuracy","Sensitivity","Specificity","Precision","F1","MCC"
"1",7,0.760684455967413,0.106885042315211,0.757222222222222,0.770850884582982,0.750518027351844,0.603164139749506,0.676775147928994,0.496377087692616
