"Bore","Latitude","Longitude","Total_Dept","Elevation","Aspect","Curvature","Drainage_density","Distance_from_stream","Lithology","Plan_curvature","Profile_curvature","Slope_degree","Sy","TRI","SPI1","STI1","TWI1","response6","response4"
1,22.11473,90.21885,366,7,-1,0,0.0805653,1866.76,1,0,0,0,0.0312413,7.48331,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
2,22.03619,90.24108,380,6,225,0,0.0843882,10279.5,10,0,0,0.333097,0.0313387,5.2915,6.86882995854719,45.904856201261,7.29669108513909,"1","1"
3,22.07492,90.23367,371,9,284.036,0.540788,0.087667,6277.53,10,0.302841,-0.237947,1.94155,0.0313184,6.7082,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
4,22.10798,90.25462,366,7,78.6901,0.43263,0.0951169,5073.55,10,0.189276,-0.243354,1.20084,0.0312956,7.48331,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
5,22.1025,90.199167,294,8,33.6901,0.108158,0.0740185,2310,10,0.086526,-0.0216315,1.69799,0.0311637,7.48331,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
6,22.08426,90.2159,298.704,6,-1,0,0.078258,4573.01,10,0,0,0,0.0312463,7.48331,7.05115151534115,51.2114861185451,7.47901264193305,"1","1"
7,22.24091,90.32484,277.354465,6,45,0,0.124044,6147.58,10,0,0,0.333097,0.0314562,6.7082,6.17568277798725,30.285910450228,6.60354390457915,"1","1"
8,21.95227,90.05715,301.752,7,8.1301,-0.108158,0.0583206,2791.45,10,-0.0648945,0.043263,1.66504,0.0303772,7.48331,5.41254677045734,21.2718371522953,5.53544715983699,"1","1"
9,22.2289,90.28683,288.021945,6,-1,0,0.117272,4215.83,10,0,0,0,0.0313574,5.2915,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
10,22.18338,90.25126,295.656,11,90,0.108158,0.085172,2100,1,0,-0.108158,0.942067,0.0313102,10.3923,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
11,22.1291,90.30199,298.689424,6,90,-0.108158,0.105625,240,10,0,0.108158,0.942067,0.031463,8.66025,6.86882995854719,45.904856201261,7.29669108513909,"1","1"
12,22.13139,90.29298,298.704,6,45,0,0.106739,1092.02,10,0,0,1.9978,0.031463,6.245,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
13,22.04446,90.19208,295.641573,6,329.036,-0.108158,0.0598236,7351.53,10,-0.0332792,0.0748783,2.74472,0.0311319,8.66025,5.25939204611309,17.4773920627433,5.68725317270499,"1","1"
14,22.02843,90.15503,298.704,5,-1,0,0.0623593,3853.34,10,0,0,0,0.0308773,6.245,7.4305767022095,56.8098824229499,8.21767666131745,"1","1"
15,22.23218,90.3054,283.450168,6,-1,0,0.12082,5048.74,10,0,0,0,0.0314367,6.7082,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
16,22.21501,90.31382,289.56,6,-1,0,0.102747,7025.51,10,0,0,0,0.0315018,3.60555,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
17,22.05456,90.14408,286.498019,5,-1,0,0.0735995,2684.12,10,0,0,0,0.030817,7.48331,5.99549217692017,24.014542437496,6.78259213602813,"1","1"
18,22.30082,90.09699,249.936,6,-1,0,0.0828676,750,10,0,0,0,0.0301858,11.5326,11.826767463643,899.045292444203,12.2546285902349,"1","1"
19,22.28286,90.03472,140.208,6,-1,0,0.061973,5943.71,5,0,0,0,0.0299574,9.21954,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
20,22.25674,90.05235,237.744,6,-1,0,0.0561375,3244.72,5,0,0,0,0.0300281,8,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
21,22.18595,90.19335,280.402316,6,161.565,-0.108158,0.101717,3361.74,10,0,0.108158,0.744795,0.0308884,6.7082,5.95253922667304,26.4907726888974,6.38040035326494,"1","1"
22,22.2049,90.07586,289.850655,9,270,0,0.0963619,1708.16,10,0,0,1.41294,0.0301191,8,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
23,22.1001,90.04884,301.752,8,194.036,0,0.0824755,1950,1,0,0,1.94155,0.030172,10.9087,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
24,22.23143,90.12892,284.97,6,53.1301,-0.324473,0.112774,4153.56,10,-0.043263,0.28121,2.35405,0.0304204,12.6491,5.95253922667304,26.4907726888974,6.38040035326494,"1","1"
25,22.21895,90.13011,295.656,6,234.462,-0.324473,0.112644,5049.28,10,-0.0648945,0.259578,2.02533,0.0304204,11.5326,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
26,22.17205,90.14155,286.802804,7,288.435,-0.216315,0.112007,5997.67,10,-0.140605,0.0757103,2.97667,0.0305641,9.21954,6.10569395101729,32.2420759718454,6.22859434039693,"1","1"
27,22.01666,90.02912,329.167937,5,-1,0,0.0697752,4328.43,10,0,0,0,0.030221,4.89898,9.40993478533235,186.293827830284,10.1970347444403,"1","1"
28,22.40292,90.1861,280.402316,10,176.186,0,0.102811,3474.05,10,0,0,3.53642,0.030447,12,5.77028417470209,33.5201223118592,5.18300652003704,"1","1"
29,22.41081,90.17187,316.976532,13,304.38,0.540788,0.0994047,1944.45,10,0.237419,-0.303369,5.40639,0.0304112,13.7477,5.34442088013583,30.8689560169487,4.2297825331172,"1","2"
30,22.45162,90.19828,280.402316,5,180,-0.108158,0.100111,2710.15,1,0,0.108158,0.942067,0.030507,8.66025,6.17781373371413,26.7906384738279,6.96491369282209,"1","1"
31,22.30343,90.13523,280.402316,10,341.565,0.43263,0.10047,3180,1,0.237947,-0.194684,2.97667,0.0303056,12,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
32,22.302,90.13518,277.368,5,225,0,0.101648,3180,1,0,0,0.999202,0.0303056,9.79796,6.78394953728444,38.5414389166635,7.5710494963924,"1","1"
33,22.3737,90.1679,280.402316,9,4.39871,0.757103,0.105801,3920.37,10,0.31811,-0.438992,3.0681,0.0303998,8.66025,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
34,22.25755,90.15273,277.368,11,45,0,0.114867,5765.08,10,0,0,0.333097,0.0303557,13.4164,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
35,22.27311,90.13144,280.402316,5,257.005,-0.108158,0.103576,3360,10,0.101795,0.209953,3.13932,0.0303336,8.06226,4.38605426448607,9.14307565951977,5.17315422359403,"1","1"
36,22.39086,90.14031,280.402316,6,270,0.324473,0.0907078,563.649,10,0.216315,-0.108158,0.942067,0.0303764,13.6748,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
37,22.24918,90.103,278.892,10,215.538,0.757103,0.0999767,849.058,1,0.410999,-0.346104,2.02533,0.0302331,9.16515,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
38,22.267045,90.109396,280.402316,6,18.4349,0.108158,0.0963392,1221.56,1,0.216315,0.108158,0.744795,0.030241,8.66025,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
39,22.06558,89.93108,335.263639,6,270,-0.108158,0.0817899,4560,1,0,0.108158,0.942067,0.030072,10.3923,12.18939793403,1117.56970049644,12.6172590606219,"1","1"
40,22.084444,90.005278,347.25,11,0,0,0.0877297,2125.14,10,0,0,0.942067,0.0301285,11.5326,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
41,22.118333,90.002222,360.87,7,116.565,0.216315,0.0953477,2948.1,10,0.108158,-0.108158,1.05324,0.0300767,11.5326,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
42,22.099722,90.006111,366.1,7,33.6901,0.108158,0.0919353,2460,10,0.129789,0.0216315,1.69799,0.0301042,9.21954,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
43,22.09348,90.00605,277.368,9,333.435,0.43263,0.0902347,2460,10,0.216315,-0.216315,3.15688,0.0301042,12.6491,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
44,22.103611,89.993056,301.71,10,71.565,0.216315,0.0924476,3810,10,0.0270394,-0.189276,0.744795,0.0301042,12,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
45,22.10314,89.96674,335.263639,7,255.964,0,0.100323,6431.83,10,0,0,1.94155,0.0300662,9.21954,5.81801187856551,27.1306222773594,5.94091226794515,"1","1"
46,22.125833,90.001111,348.98,7,135,-0.43263,0.09359,3201.16,10,-0.189276,0.243354,2.33042,0.0300755,10.3923,6.10569395101729,32.2420759718454,6.22859434039693,"1","1"
47,22.14832,89.97863,335.263639,6,-1,0,0.086155,6113.08,10,0,0,0,0.0300405,0,7.20530219516841,56.1740132927233,7.6331633217603,"1","1"
48,22.16924,89.97435,335.26,6,-1,0,0.0908591,5933.03,10,0,0,0,0.0300441,6.7082,7.20530219516841,56.1740132927233,7.6331633217603,"1","1"
49,22.04941,89.96056,335.263639,11,184.399,0.216315,0.0820987,3086.5,10,0.0919339,-0.124381,3.0681,0.0301007,12.6491,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
50,22.031275,89.970917,335.263639,8,149.036,0.216315,0.0676451,1590,10,0.0270394,-0.189276,1.37315,0.0301459,10,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
51,22.030644,89.970596,309,7,153.435,0.216315,0.0674288,1620,10,0.108158,-0.108158,1.05324,0.0301459,9,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
52,22.037167,89.9201,309,7,161.565,0.324473,0.0702443,4471.11,1,0.216315,-0.108158,0.744795,0.0301066,9.21954,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
53,22.0111,89.95556,310,7,-1,0,0.0577358,3180,1,0,0,0,0.0301499,3.87298,6.3288375023315,36.8611605663739,6.45173789171114,"1","1"
54,22.17299,90.00346,283.464,6,135,0,0.0741074,3266.83,10,0,0,0.333097,0.0300579,10.3923,6.3580043347812,33.7869805279283,6.7858654613731,"1","1"
55,22.7549,90.26493,330,7,0,0,0.083522,5964.5,10,0,0,0.471065,0.0303832,8.48528,7.28434894735893,65.3962753205841,7.40724933673858,"1","1"
56,22.76334,90.28642,335.26,9,0,0,0.0890454,7065.37,10,0,0,0.942067,0.0303575,16.7332,5.66404769381736,29.3084597814943,5.28726753036145,"1","1"
57,22.586944,90.415278,298.69,11,315,0.324473,0.100491,3443.08,10,0.216315,-0.108158,0.666172,0.0309104,11,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
58,22.526389,90.406667,313.98,6,165.964,-0.216315,0.0790554,4495,10,-0.043263,0.173052,3.87866,0.0310558,14.9666,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
59,22.959245,90.230598,321.68,11,216.87,0.216315,0.084368,8711.63,9,0,-0.216315,2.35405,0.0303731,10.247,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
60,22.73043,90.39628,338.31149,7,135,0,0.0948103,2716.62,10,0.108158,0.108158,1.33216,0.0305556,11.3137,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
61,22.71847,90.34203,286.5,9,348.69,-0.108158,0.0866715,5234.55,10,0,0.108158,1.20084,0.0305525,10.247,6.35719487437731,44.4233180297147,5.9804147109214,"1","1"
62,22.71797,90.34257,286.5,10,135,-0.216315,0.0869269,5216.98,10,-0.135197,0.0811181,0.999202,0.0305525,10.247,5.77028417470209,33.5201223118592,5.18300652003704,"1","1"
63,22.88183,90.44292,335.26,3,240.945,0.216315,0.149873,7025.19,12,0.108158,-0.108158,4.83849,0.0303814,6,4.57969354853622,7.26289118811602,6.36413983239316,"1","1"
64,22.8234,90.53432,304.79,9,45,0,0.151846,3606.24,12,0,0,0.333097,0.0312903,12,7.05034205493725,67.3331590769986,6.67356189148134,"1","1"
65,22.82464,90.53432,304.79,9,-1,0,0.15173,3678.4,12,0,0,0,0.0312903,12,5.66404769381736,29.3084597814943,5.28726753036145,"1","1"
66,22.8197,90.53432,304.79,8,225,-0.43263,0.151816,3375.23,12,-0.216315,0.216315,1.9978,0.0312903,15,7.89724752373457,103.389646147758,7.75505313936934,"1","1"
67,22.80382,90.25504,335.26,9,180,0,0.0683635,5688.7,10,0,0,1.88363,0.030315,11,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
68,22.77988,90.25166,335.263639,9,185.194,-0.216315,0.0780358,7050.96,10,0,0.216315,5.18897,0.0303289,10.9545,5.66404769381736,29.3084597814943,5.28726753036145,"1","1"
69,22.857778,90.113333,243.6,9,333.435,0.216315,0.066302,4911.3,5,0.162236,-0.0540788,1.05324,0.0301623,9.79796,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
70,22.867778,90.122222,237.51,6,120.964,0.108158,0.0500254,4836.8,5,0.108158,0,1.37315,0.0302636,6.245,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
71,22.913333,90.097778,249.77,7,146.31,0.216315,0.0801222,7647.35,5,0.108158,-0.108158,1.69799,0.0295598,8.66025,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
72,22.870556,90.090556,237.51,7,45,0.216315,0.0904232,6254.48,5,0,0,0.333097,0.0299617,4.89898,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
73,22.859722,90.193056,304.785126,8,-1,0,0.0369877,2942.45,9,0,0,0,0.0304034,10.247,11.9731694584036,1192.79907014593,11.8309750740384,"1","1"
74,22.53093,90.70903,250.6,7,-1,0,0.0612459,9977.42,12,0,0,0,0.0366686,9.74679,6.79884113157723,48.8698486892129,6.92174152095688,"1","1"
75,22.53987,90.73292,254.2,9,45,-0.108158,0.0531789,12030,12,0.0633117,0.171469,4.65316,0.036785,9.74679,5.66404769381736,29.3084597814943,5.28726753036145,"1","1"
76,22.41695,90.71677,252.12,6,90,0.216315,0.0724019,2504.6,12,0.216315,0,1.41294,0.0362968,4.89898,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
77,22.44337,90.69833,256.62,6,-1,0,0.0796148,3013.92,12,0,0,0,0.0365385,6.7082,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
78,22.50414,90.6784,260,10,0,0.216315,0.0802231,8038.77,1,0.216315,0,0.942067,0.0366515,10.9545,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
79,22.47735,90.8138,263,6,161.565,-0.324473,0.0156233,11614.7,12,-0.216315,0.108158,1.48934,0.0372769,9.21954,6.96414013835152,48.6064879516695,7.39200126494342,"1","1"
80,22.4179,90.76978,279.5,8,171.87,0.216315,0.0432346,3695,12,0.216315,0,1.66504,0.0366884,8.66025,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
81,22.42614,90.75156,279.3,7,14.0362,-0.216315,0.0507331,3499.86,12,-0.216315,0,1.94155,0.0367074,9.79796,6.10569395101729,32.2420759718454,6.22859434039693,"1","1"
82,22.47673,90.72816,265.2,6,-1,0,0.0694958,7747.26,12,0,0,0,0.0368765,3.60555,10.1192044504748,322.723398908973,10.5470655770667,"1","1"
83,22.53769,90.69352,264,7,-1,0,0.0648016,8223.5,12,0,0,0,0.036697,9.74679,6.66530973895271,45.1071955124394,6.78821012833235,"1","1"
84,22.49942,90.74522,304.79,6,-1,0,0.0383939,10808.5,12,0,0,0,0.037073,9.21954,8.20383102527953,102.265415981235,8.63169215187143,"1","1"
85,22.49766,90.74393,261.2,6,-1,0,0.0403343,10550.7,12,0,0,0,0.037073,5.2915,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
86,22.4597,90.6792,263.7,5,180,0,0.0889542,4539.92,1,0,0,0.471065,0.0364036,9.79796,5.77234862560596,21.0052719394076,6.55944858471392,"1","1"
87,22.42884,90.67451,254,6,5.19443,0.108158,0.0863447,1116.47,1,0.216315,0.108158,2.59982,0.0360534,8.66025,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
88,22.44398,90.78188,253,6,-1,0,0.0269607,6696.39,12,0,0,0,0.037017,11.5326,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
89,22.39006,90.68409,274.32,6,-1,0,0.0824936,1020,1,0,0,0,0.0358287,8,6.96414013835152,48.6064879516695,7.39200126494342,"1","1"
90,22.32074,90.78818,271,7,288.435,0,0.0570832,8022.18,12,0,0,1.48934,0.03563,9.79796,5.81801187856551,27.1306222773594,5.94091226794515,"1","1"
91,22.33689,90.83589,279,6,0,-0.108158,0.0102346,10706.4,12,0,0.108158,0.942067,0.0364142,8.66025,5.25939204611309,17.4773920627433,5.68725317270499,"1","1"
92,22.30811,90.68921,280.41,8,270,-0.43263,0.0882008,1706.58,1,0,0,0.471065,0.0349668,10.3923,7.33763173579915,73.9016644224517,7.19543735143392,"1","1"
93,22.35071,90.72635,244,5,243.435,-0.108158,0.0761545,3348.46,12,0,0.108158,1.05324,0.0358856,7.48331,5.77234862560596,21.0052719394076,6.55944858471392,"1","1"
94,22.31673,90.74864,304.79,6,-1,0,0.0749955,6895.11,12,0,0,0,0.0357382,5.2915,7.93354069553962,86.9555747568422,8.36140182213152,"1","1"
95,22.31053,90.72816,275,6,-1,0,0.0810527,5659.91,12,0,0,0,0.0356519,10.3923,9.86954977361222,277.828161952422,10.2974109002041,"1","1"
96,22.20583,90.8222,262,8,315,0.108158,0,6742,12,0,-0.108158,0.333097,0.036521,6.9282,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
97,22.26895,90.74782,182.88,9,65.556,0.108158,0.0699073,8010,12,0.191827,0.083669,5.67342,0.0355503,13.0767,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
98,22.28484,90.68279,274.32,7,180,-0.216315,0.0887272,1290,1,0,0.216315,1.41294,0.034845,9.16515,5.41254677045734,21.2718371522953,5.53544715983699,"1","1"
99,22.64819,90.12328,335.263639,7,18.4349,0.324473,0.115637,5078.87,10,0.216315,-0.108158,0.744795,0.030182,6.7082,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
100,22.36122,90.08774,363,11,210.964,0.108158,0.0742515,1908.01,5,-0.0166396,-0.124797,2.74472,0.0302216,13.0767,5.1737342749856,24.9678197657918,4.39544965500602,"2","1"
101,22.35954,90.08878,335.263639,5,45,0,0.0737775,1697.06,5,0,0,0.666172,0.0302216,6.245,6.46549580616591,31.8380386626161,7.25259576527387,"1","1"
102,22.37219,90.08418,335.263639,5,180,-0.108158,0.0794472,3000.15,5,0,0.108158,0.942067,0.0302291,9.79796,5.48466655315418,17.6752297004363,6.27176651226214,"1","1"
103,22.41642,90.09267,335.263639,11,353.66,0.43263,0.0870599,5049.72,5,0.216315,-0.216315,2.1319,0.0302524,10.9087,5.1737342749856,24.9678197657918,4.39544965500602,"2","1"
104,22.43371,90.07643,335.263639,6,201.801,-0.43263,0.0886232,7430.86,10,-0.129789,0.302841,2.53517,0.0302357,9.21954,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
105,22.4428,90.07109,366,6,-1,0,0.0917489,8273.15,10,0,0,0,0.0301698,9.21954,6.17568277798725,30.285910450228,6.60354390457915,"1","1"
106,22.404385,90.131635,335.263639,4,153.435,-0.540788,0.0869354,1018.23,10,-0.259578,0.28121,2.10577,0.0303408,9.16515,6.24630522894744,23.9876614449769,7.47084933129389,"1","1"
107,22.36682,90.05171,335.26,6,-1,0,0.0808219,5299.91,5,0,0,0,0.030042,8.66025,5.25939204611309,17.4773920627433,5.68725317270499,"1","1"
108,22.3478,90.06295,335.263639,6,108.435,-0.108158,0.0768827,3606.12,5,0,0.108158,0.744795,0.0299982,6.7082,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
109,22.33969,90.05709,335.263639,11,164.745,0.540788,0.0778036,3860.8,5,0.216315,-0.324473,2.68358,0.0299906,9.21954,5.1737342749856,24.9678197657918,4.39544965500602,"2","1"
110,22.5311,90.09823,335.263639,10,98.1301,-0.108158,0.128324,7893.65,10,-0.0648945,0.043263,1.66504,0.0301902,10.3923,6.17574928281025,42.7523852605185,5.58847162814521,"1","1"
111,22.57363,90.06833,335.263639,8,63.4349,-0.108158,0.145718,4071.72,10,-0.0831981,0.0249594,3.15688,0.0300341,10.3923,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
112,22.40237,90.45856,304.79,6,333.435,0.216315,0.0588371,7102.91,10,0.108158,-0.108158,1.05324,0.0322806,6.245,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
113,22.40545,90.5253,304.79,8,306.87,0.324473,0.0625893,6841.12,10,0.133117,-0.191356,2.35405,0.0333525,8.66025,4.85272508601115,16.6396992358155,4.71053070164592,"1","1"
114,22.3839,90.56311,326.12,5,341.565,-0.108158,0.079937,4921.65,5,0,0.108158,0.744795,0.0335167,10.9087,9.29870915022213,174.267202125941,10.0858091093301,"1","1"
115,22.5283,90.56172,289.56,13,99.7824,0.324473,0.0896069,2058.01,10,0.108158,-0.216315,6.89786,0.0355227,15.906,5.34442088013583,30.8689560169487,4.2297825331172,"1","2"
116,22.552395,90.553675,320.02,9,315,0,0.0973996,270,10,-0.0540788,-0.0540788,1.9978,0.0358219,15,6.06951280192553,37.3807276809235,5.69273263846962,"1","1"
117,22.4974,90.45953,320.024383,6,104.036,-0.108158,0.102544,3840,1,-0.086526,0.0216315,1.94155,0.031801,7.48331,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
118,22.37767,90.59482,307.848,7,87.2737,-0.216315,0.0925761,2887.8,5,0,0.216315,4.93963,0.0337754,9.79796,5.41254677045734,21.2718371522953,5.53544715983699,"1","1"
119,22.37234,90.62009,304.79,5,315,0,0.0941349,1142.37,10,0,0,0.333097,0.0340995,6.245,10.1258471766653,286.252011405042,10.9129471357733,"1","1"
120,22.51167,90.50493,320.02,5,270,-0.108158,0.107708,5165.75,10,0,0.108158,0.471065,0.0334054,8.66025,11.9869567240282,874.400326275118,12.7740566831361,"1","1"
121,22.4438,90.47012,228.6,6,75.9638,0,0.0975091,6847.96,1,0,0,1.94155,0.0319819,10.9087,6.17568277798725,30.285910450228,6.60354390457915,"1","1"
122,22.45999,90.47949,320.02,6,326.31,0,0.101487,6945.63,10,0,0,1.69799,0.0325234,4.89898,4.56624486555315,11.5307785432346,4.99410599214505,"1","1"
123,22.50574,90.57734,320.02,12,142.125,0.43263,0.0971924,1035.76,10,0.243354,-0.189276,2.68358,0.0355516,9.74679,5.26239626915905,27.887841775124,4.30918931072162,"1","1"
124,22.44165,90.52636,320.02,6,125.538,-0.324473,0.0793869,6245.19,10,-0.0648945,0.259578,2.02533,0.0336399,10.3923,7.20530219516841,56.1740132927233,7.6331633217603,"1","1"
125,22.37135,90.5122,310.88,9,108.435,0.108158,0.0581684,9528.91,10,0.043263,-0.0648945,1.48934,0.033017,10.3923,4.97090051325742,19.3363722671255,4.59412034980151,"1","1"
126,22.43504,90.594167,310.896,5,0,0,0.0928146,720,10,0,0,0.471065,0.0341852,8.77496,5.77234862560596,21.0052719394076,6.55944858471392,"1","1"
127,22.43766,90.60995,320.02,5,135,0,0.0954088,2289.65,10,0,0,0.333097,0.0346556,6.245,5.07920144504602,13.8583112459921,5.86630140415398,"1","1"
128,22.48355,90.53907,310.88,10,258.69,0.324473,0.0950792,5519.43,10,0.216315,-0.108158,1.20084,0.0346845,9.21954,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
129,22.25682,90.50621,326.12,5,8.1301,0.757103,0.0885692,169.706,5,0.165417,-0.591685,3.32727,0.0326848,9,4.38605426448607,9.14307565951977,5.17315422359403,"1","1"
130,22.32766,90.55296,289,5,-1,0,0.0992876,6725.42,10,0,0,0,0.0335735,7.48331,6.78394953728444,38.5414389166635,7.5710494963924,"1","1"
131,22.33901,90.56318,316.98,5,101.31,-0.216315,0.100788,8074.01,10,0,0.216315,1.20084,0.0335533,8.66025,6.95100362194761,42.6047797955925,7.73810358105557,"1","1"
132,22.300256,90.603491,320.02,6,180,-0.108158,0.110896,4842.28,10,0,0.108158,0.942067,0.0338591,8.66025,6.64568640723298,40.152503024223,7.07354753382488,"1","1"
133,22.32385,90.52869,316.98,5,-1,0,0.0865229,4860.37,5,0,0,0,0.0332296,4.89898,5.07920144504602,13.8583112459921,5.86630140415398,"1","1"
134,22.27753,90.57921,283,5,-1,0,0.10105,6474.72,10,0,0,0,0.0336847,4.89898,5.48466655315418,17.6752297004363,6.27176651226214,"1","1"
135,22.25833,90.58411,310.88,4,0,0,0.0997503,5138.76,10,0,0,1.41294,0.0335239,8,4.86001086782755,10.4412360915407,6.08455497017399,"1","1"
136,22.181027,90.539888,326.12,0,-1,0,0.118298,4767.83,10,0,0,0,0.0325651,0,3.22417244292136,0.291385895233223,11.8775685785581,"1","1"
137,22.2492,90.36062,276,5,315,0,0.128548,4220.63,5,0,0,0.333097,0.0316254,12,6.17781373371413,26.7906384738279,6.96491369282209,"1","1"
138,22.24622,90.37441,285,6,146.31,-0.324473,0.104172,2743.32,5,-0.043263,0.28121,1.69799,0.0317604,8.66025,5.66485715422126,22.2910940438656,6.09271828081315,"1","1"
139,22.3031,90.48298,290,5,26.5651,-0.108158,0.0543139,3069.1,5,0,0.108158,1.05324,0.0326465,6.245,5.48466655315418,17.6752297004363,6.27176651226214,"1","1"
140,21.92285,90.35212,285,7,191.31,0.108158,0.060587,2052.75,1,0,-0.108158,1.20084,0.0316418,5.2915,6.3288375023315,36.8611605663739,6.45173789171114,"1","1"
141,21.980193,90.367719,285,5,225,-0.216315,0.0842217,3000,1,-0.0540788,0.162236,1.33216,0.0318022,8.66025,5.48466655315418,17.6752297004363,6.27176651226214,"1","1"
142,22.02945,90.37443,270,7,291.801,0.324473,0.0902332,2687.64,1,0.183036,-0.141437,2.53517,0.0318863,8.66025,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
143,22.11809,90.55858,285,4,-1,0,0.101303,4923.29,13,0,0,0,0.0324318,4.47214,5.7763015997017,18.093222382542,7.00084570204815,"1","1"
144,22.06564,90.51987,280,5,270,-0.108158,0.100506,3648.92,13,0,0.108158,0.471065,0.0321963,6.32456,6.33196441354139,29.3867215309022,7.11906437264934,"1","1"
145,21.99886,90.47785,285,5,0,-0.108158,0.0953327,780,13,0,0.108158,0.942067,0.0320254,6.245,5.07920144504602,13.8583112459921,5.86630140415398,"1","1"
146,22.22218,90.42043,320,10,71.565,-0.216315,0.0883202,1612.2,1,-0.162236,0.0540788,1.48934,0.0322674,11.5326,6.17574928281025,42.7523852605185,5.58847162814521,"1","1"
147,22.25891,90.44889,276,5,90,-0.108158,0.0663665,3457.43,10,0,0.108158,0.471065,0.0322641,6.245,9.08653463027849,153.436231961734,9.87363458938645,"1","1"
148,22.19035,90.44808,265,5,180,-0.108158,0.0973815,1693.07,1,0,0.108158,0.471065,0.0324833,8,5.07920144504602,13.8583112459921,5.86630140415398,"1","1"
149,22.18168,90.43646,255,5,243.435,-0.108158,0.100565,1166.92,1,0,0.108158,1.05324,0.0324387,9.21954,10.7644804481377,419.915098523171,11.5515804072456,"1","1"
150,22.24033,90.44736,285,10,315,0.216315,0.064944,2723.56,10,0.162236,-0.0540788,1.9978,0.0323004,10.3923,5.07713699414214,22.1150332802866,4.4898593394771,"1","1"
151,22.14554,90.42196,245,7,45,0.216315,0.106896,1860,1,0.108158,-0.108158,0.666172,0.0323749,5.2915,4.7193995898974,14.0341786995632,4.84229997927704,"1","1"
152,22.12441,90.41468,278,6,-1,0,0.106709,1824.34,10,0,0,0,0.0322841,3.60555,7.65728731891146,73.6736590282336,8.08514844550336,"1","1"
153,22.153,90.44738,344,7,341.565,-0.108158,0.107316,4320.94,10,0,0.108158,0.744795,0.0323225,9.21954,6.10569395101729,32.2420759718454,6.22859434039693,"1","1"
154,22.15016,90.43747,380,11,40.6013,0.108158,0.107647,3450,10,0.0692208,-0.0389367,4.33482,0.0323749,11.5326,5.1737342749856,24.9678197657918,4.39544965500602,"1","1"
155,22.1009,90.4185,380,6,225,0,0.104206,3360,1,0,0,0.333097,0.0323326,3.60555,8.00023207003829,90.5056407919687,8.42809319663019,"1","1"
